,lines,scene,polarity,polarity_rolling
1092,Did you serve?,15.0,0.0,0.08879999999999999
1093,Dad did.,15.0,0.0,0.08879999999999999
1094,RICHIE: Yeah. Same.,15.0,0.296,0.08879999999999999
1095,Staff sergeant.    ,15.0,0.0,0.08879999999999999
1096,Corporal.    ,15.0,0.0,0.12491999999999999
1097,A lot of standards.    ,15.0,0.0,0.09531999999999999
1098,Yeah.    ,15.0,0.296,0.09531999999999999
1099,Turns out,15.0,0.0,0.09531999999999999
1100, I like standards.    ,15.0,0.3612,0.09531999999999999
1101,(Richie scoffs)    ,15.0,0.0,0.09531999999999999
1102,(Richie sighs)    ,15.0,0.0,0.12491999999999999
1103,Did you move around a lot?    ,15.0,0.0,0.12491999999999999
1104,Yeah. You?    ,15.0,0.296,0.08759999999999998
1105,I know Carmen.,15.0,0.0,0.12779
1106,RICHIE: Yeah,15.0,0.296,0.09166999999999999
1107, I know.    ,15.0,0.0,0.07289999999999999
1108,I'm sorry,15.0,-0.0772,0.07289999999999999
1109,that he pulled a favor.    ,15.0,0.4019,0.13538999999999998
1110,Not at all.,15.0,0.0,0.10578999999999998
1111,I don't do favors.    ,15.0,-0.1877,0.14597999999999997
1112,-How's that?,15.0,0.0,0.14819999999999997
1113,-That's great.    ,15.0,0.6249,0.14819999999999997
1114,can I do another one?,15.0,0.0,0.15591999999999998
1115,TERRY: Yes,15.0,0.4019,0.08612999999999997
1116, please do.    ,15.0,0.3182,0.08612999999999997
1117,So why do you do this?    ,15.0,0.0,0.14101999999999998
1118,(laughs) I do it for a living.    ,15.0,0.0,0.14101999999999998
1119,No,15.0,-0.296,0.014249999999999962
1120, but,15.0,0.0,0.04384999999999996
1121, like,15.0,0.3612,0.030979999999999962
1122, don't you,15.0,0.0,0.035279999999999964
1123,have stages that do this shit?    ,15.0,-0.6428,0.035279999999999964
1124,Yeah,15.0,0.296,0.035279999999999964
1125, well,15.0,0.2732,0.11254999999999997
1126, I like,15.0,0.3612,0.11254999999999997
1127,starting the day with this.    ,15.0,0.0,0.10374999999999997
1128,Why?,15.0,0.0,0.13106999999999996
1129,TERRY: Respect. Feels attached.,15.0,0.4767,0.19534999999999997
1130,I think time spent doing this,15.0,0.0,0.19534999999999997
1131,is time well spent.    ,15.0,0.2732,0.16802999999999998
1132,RICHIE: Time well spent.    ,15.0,0.2732,0.13191
1133,That's what it's all about?    ,15.0,0.0,0.13191
1134,Yeah,15.0,0.296,0.13191
1135, I think so.    ,15.0,0.0,0.08424
1136,When did that start?    ,15.0,0.0,0.08424
1137,Oh,15.0,0.0,0.05691999999999999
1138, I st... I tried to open,15.0,0.0,-0.004400000000000004
1139,a giant place years ago.    ,15.0,0.0,-0.053790000000000004
1140,I had all these accolades.,15.0,0.0,-0.08339
1141,I was younger,15.0,0.0,-0.08339
1142, I was on fire.    ,15.0,-0.34,-0.08339
1143,I was arrogant,15.0,-0.4939,-0.08339
1144, and,15.0,0.0,-0.08339
1145, uh...    ,15.0,0.0,-0.15044
1146,I tried to move too fast.    ,15.0,0.0,-0.15044
1147,I couldn't keep the place open,15.0,0.0,-0.15044
1148,and the market crashed,15.0,0.0,-0.08684
1149,and I got killed.    ,15.0,-0.6705,-0.03745
1150,Public wipeout?    ,15.0,0.0,-0.03745
1151,Oh,15.0,0.0,-0.010129999999999995
1152, yeah.,15.0,0.296,-0.010129999999999995
1153,The most public wipeout.    ,15.0,0.0,-0.010129999999999995
1154,So how'd this place happen?    ,15.0,0.0,-0.010129999999999995
1155,Well,15.0,0.2732,0.056920000000000005
1156, now,15.0,0.0,0.056920000000000005
1157, that was on my...    ,15.0,0.0,0.056920000000000005
1158,My   th birthday.,15.0,0.0,-0.023739999999999994
1159,Hmm.,15.0,0.0,-0.0748
1160,I was out walking all night,15.0,0.0,-0.12419
1161,unemployed,15.0,0.0,-0.18333
1162, angry,15.0,-0.5106,-0.21515
1163, depressed.    ,15.0,-0.5106,-0.21515
1164,Blaming everybody else,15.0,-0.4939,-0.21515
1165,for all the time I'd lost    ,15.0,-0.3182,-0.21515
1166,and the money I'd lost,15.0,-0.3182,-0.21515
1167,all of it.    ,15.0,0.0,-0.27088999999999996
1168,And it was raining.    ,15.0,0.0,-0.21982999999999997
1169,And I was walking,15.0,0.0,-0.19836999999999996
1170,through Lincoln Park.,15.0,0.0,-0.14897999999999995
1171,My phone had died.    ,15.0,-0.5574,-0.11715999999999996
1172,And so I stood under this awning,15.0,0.0,-0.08533999999999994
1173,waiting for the rain to stop.    ,15.0,-0.296,-0.08533999999999994
1174,And I just stood there,15.0,0.0,-0.08533999999999994
1175,and stared.    ,15.0,0.0,-0.08533999999999994
1176,And eventually the sun came up    ,15.0,0.0,-0.08533999999999994
1177,and it turns out,15.0,0.0,-0.02959999999999995
1178,I was right there.    ,15.0,0.0,-0.02959999999999995
1179,And then I walked,15.0,0.0,4.9960036108132046e-17
1180,'round to the front    ,15.0,0.0,4.9960036108132046e-17
1181,and I saw the sign.    ,15.0,0.0,0.036120000000000055
1182,It was an actual sign.    ,15.0,0.0,0.036120000000000055
1183,It was a restaurant,15.0,0.0,0.036120000000000055
1184,for lease sign.    ,15.0,0.0,0.06572000000000004
1185,Like,15.0,0.3612,0.06572000000000004
1186, um... (clicks tongue)    ,15.0,0.0,0.06572000000000004
1187,-...never too late kinda thing.,15.0,0.0,0.06572000000000004
1188,TERRY: Yeah.,15.0,0.296,0.06572000000000004
1189,Never too late to start over.    ,15.0,0.0,0.09304000000000004
1190,How did you get,15.0,0.0,0.03730000000000004
1191,the money to open?    ,15.0,0.0,0.0011800000000000421
1192,Um,15.0,0.0,0.0011800000000000421
1193, well,15.0,0.2732,0.0011800000000000421
1194, my dad had died,15.0,-0.5574,-0.028419999999999956
1195,the summer before,15.0,0.0,-0.028419999999999956
1196,and only child,15.0,0.0,0.0011800000000000421
1197, my mum sold,15.0,0.0,0.0011800000000000421
1198,the house and put it in here.    ,15.0,0.0,0.03078000000000004
1199,Oh. Family business.,15.0,0.0,0.08472000000000005
1200,TERRY: Yeah.,15.0,0.296,0.14046000000000003
1201,You close with your ma?    ,15.0,0.0,0.20415
1202,Yeah,15.0,0.296,0.24027000000000004
1203, she's my best friend.,15.0,0.8126,0.24027000000000004
1204,You?    ,15.0,0.0,0.26987
1205,My best friend's ma,15.0,0.6369,0.26987
1206,was like my ma.    ,15.0,0.3612,0.21067
1207,TERRY: Ooh,15.0,0.0,0.24026999999999998
1208, yeah?    ,15.0,0.296,0.21067
1209,What about your dad?    ,15.0,0.0,0.12941
1210,No.,15.0,-0.296,0.18208
1211,Yeah. (laughs),15.0,0.296,0.16243
1212,Are you close to yours?    ,15.0,0.0,0.12630999999999998
1213,Hmm.,15.0,0.0,0.12630999999999998
1214,Yeah. Yeah,15.0,0.5267,0.09670999999999999
1215, it's funny.    ,15.0,0.4404,0.13282999999999998
1216,I learned the most about him,15.0,0.0,0.16243
1217,when I was packing up his house.    ,15.0,0.0,0.13282999999999998
1218,All his belongings,15.0,0.0,0.13282999999999998
1219,like,15.0,0.3612,0.13282999999999998
1220, his whole life.    ,15.0,0.0,0.08015999999999998
1221,And I found this,15.0,0.0,0.036119999999999985
1222,stash of pocket notebooks    ,15.0,0.0,0.07224
1223,that he must have taken with him,15.0,0.0,0.07224
1224,when he was on tour.    ,15.0,0.0,0.07224
1225,And full of all these details,15.0,0.0,0.03611999999999999
1226,like the palm trees he'd seen,15.0,0.3612,0.03611999999999999
1227,or escargot he'd tried.    ,15.0,0.0,0.03611999999999999
1228,Or this time,15.0,0.0,0.03611999999999999
1229,the ocean looked purple.    ,15.0,0.0,0.03611999999999999
1230,And,15.0,0.0,0.07224
1231, um,15.0,0.0,0.10835999999999998
1232, the way,15.0,0.0,0.08918999999999999
1233,he wrote everything,15.0,0.0,0.10613999999999998
1234,it was like a reminder,15.0,0.3612,0.14633
1235,like a...,15.0,0.3612,0.1261
1236,don't forget this moment    ,15.0,0.1695,0.1261
1237,or don't forget this,15.0,0.1695,0.1261
1238,interesting,15.0,0.4019,0.1261
1239, strange detail.    ,15.0,-0.2023,0.1261
1240,Hundreds of these entries.    ,15.0,0.0,0.08997999999999999
1241,JESSICA: Chef Terry?    ,15.0,0.0,0.09405
1242,And he'd-he'd sign each one off,15.0,0.0,0.07709999999999999
1243,the same way every time.    ,15.0,0.0,0.060149999999999995
1244,Chef?,15.0,0.0,0.019959999999999995
1245,Yes,15.0,0.4019,0.04018999999999999
1246, Chef?    ,15.0,0.0,0.07630999999999999
1247,Arnaud upstairs.    ,15.0,0.0,0.07630999999999999
1248,TERRY:,15.0,0.0,0.07630999999999999
1249,Oh,15.0,0.0,0.07630999999999999
1250, thank you,15.0,0.3612,0.07630999999999999
1251, Chef.    ,15.0,0.0,0.06571999999999999
1252,Don't be a stranger,15.0,0.0,0.06571999999999999
1253, Richie.    ,15.0,0.0,0.10184
1254,Say hi to Carmen for me.    ,15.0,0.0,0.10184
1255,Yeah,15.0,0.296,0.10184
1256, will do.    ,15.0,0.0,0.06572
1257,TERRY: Thank you.    ,15.0,0.3612,0.06572
1258,He believes in you,15.0,0.0,0.06572
1259,you know.    ,15.0,0.0,0.10976
1260,(Richie scoffs)    ,15.0,0.0,0.147
1261,What makes you say that?    ,15.0,0.0,0.15955
1262,He told me.    ,15.0,0.0,0.15955
1263,He said you're good with people.,15.0,0.4404,0.12343
1264,He's not wrong.    ,15.0,0.3724,0.12343
1265,Nice talking to you,15.0,0.4215,0.12343
1266, Chef.    ,15.0,0.0,0.12343
1267,TERRY: Likewise,15.0,0.0,0.12343
1268, Chef.    ,15.0,0.0,0.12343
1269,Uh,15.0,0.0,0.07938999999999999
1270, ch... Chef?    ,15.0,0.0,0.04214999999999999
1271,Uh,15.0,0.0,-5.551115123125783e-18
1272, you never said,15.0,0.0,0.020229999999999995
1273,what he signed off with.    ,15.0,0.0,0.020229999999999995
1274,What'd your dad...    ,15.0,0.0,0.020229999999999995
1275,"(""Love Story""",15.0,0.0,0.020229999999999995
1276,by Taylor Swift playing)    ,15.0,0.2023,-0.004770000000000005
1277,Marry me,15.0,0.0,0.05891999999999999
1278, Juliet    ,15.0,0.0,0.05891999999999999
1279,You'll never,15.0,0.0,0.05891999999999999
1280,have to be alone    ,15.0,-0.25,0.05891999999999999
1281,I love you,15.0,0.6369,0.12261
1282,and that's all I really know    ,15.0,0.0,0.10238
1283,I talked to your dad,15.0,0.0,0.10238
1284,go pick out a white dress    ,15.0,0.0,0.10238
1285,It's a love story    ,15.0,0.6369,0.10238
1286,Baby,15.0,0.0,0.12738
1287, just say,15.0,0.0,0.06369
1288," ""Yes""    ",15.0,0.0,0.06369
1289,Oh,15.0,0.0,0.06369
1290, oh,15.0,0.0,0.06369
1291, oh    ,15.0,0.0,0.0
1292,Oh,15.0,0.0,0.0
1293, oh,15.0,0.0,0.0
1294, oh-oh    ,15.0,0.0,0.0
1295,Oh,15.0,0.0,0.0
1296, oh,15.0,0.0,0.0
1297, oh-oh    ,15.0,0.0,0.0
1298,Oh,15.0,0.0,0.0
1299, oh,15.0,0.0,0.0
1300, oh-oh    ,15.0,0.0,0.0
1301,Cause we were both young    ,15.0,0.0,0.0
1302,When I first saw you,15.0,0.0,0.0
